FIPS,county,state,number,Geographic Area,County,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2019_population,FIPS_Code,State,Area_name,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
31089,Holt,NE,NE-500,".Holt County, Nebraska",Holt,"10,434","10,443","10,376","10,380","10,359","10,263","10,223","10,182","10,148","10,067",31089.0,NE,"Holt County, NE",2.6,3.1,2.9,3.1,3.0,3.0,2.7,2.5,2.6,3.1,3.7,3.4,3.1,3.1,2.6,2.4,2.5,2.4,2.6,2.5,2.4,"54,474",86.1
31091,Hooker,NE,NE-500,".Hooker County, Nebraska",Hooker,737,743,718,731,722,714,683,666,676,682,31091.0,NE,"Hooker County, NE",3.3,3.7,3.4,3.3,3.2,3.1,2.8,2.8,4.3,5.1,5.1,4.5,4.6,4.6,4.2,4.2,3.6,3.8,3.7,2.9,2.7,"50,093",79.1
31093,Howard,NE,NE-500,".Howard County, Nebraska",Howard,"6,279","6,295","6,298","6,337","6,353","6,382","6,407","6,396","6,457","6,445",31093.0,NE,"Howard County, NE",2.5,3.0,3.6,4.3,4.1,3.6,2.8,2.7,3.0,3.7,4.5,4.1,3.5,3.6,3.7,3.6,3.3,3.1,3.1,3.5,4.4,"56,881",89.9
31095,Jefferson,NE,NE-500,".Jefferson County, Nebraska",Jefferson,"7,522","7,551","7,534","7,512","7,300","7,221","7,181","7,176","7,098","7,046",31095.0,NE,"Jefferson County, NE",3.2,4.5,4.5,4.2,4.2,3.8,3.2,2.7,3.8,4.8,4.8,4.3,3.7,3.6,3.0,2.7,2.4,2.4,2.5,2.7,2.7,"56,740",89.7
31097,Johnson,NE,NE-500,".Johnson County, Nebraska",Johnson,"5,233","5,217","5,186","5,167","5,223","5,239","5,213","5,169","5,115","5,071",31097.0,NE,"Johnson County, NE",6.1,3.0,2.9,3.0,3.5,3.6,3.0,2.9,3.1,4.2,4.7,4.8,4.2,4.2,3.8,3.3,3.1,3.4,3.6,3.4,3.9,"54,567",86.2
31099,Kearney,NE,NE-500,".Kearney County, Nebraska",Kearney,"6,477","6,547","6,508","6,486","6,587","6,558","6,561","6,492","6,539","6,495",31099.0,NE,"Kearney County, NE",2.0,2.4,2.8,2.7,2.9,2.8,2.3,2.2,2.7,3.9,3.6,3.3,2.8,2.7,2.4,2.2,2.3,2.2,2.1,2.2,3.2,"64,461",101.9
31101,Keith,NE,NE-500,".Keith County, Nebraska",Keith,"8,357","8,241","8,225","8,158","8,176","8,136","8,096","8,070","8,003","8,034",31101.0,NE,"Keith County, NE",2.7,2.9,3.2,3.4,3.3,3.2,2.5,2.5,2.8,4.5,4.3,4.1,3.6,3.5,2.8,2.7,2.9,3.0,3.0,3.2,3.2,"51,478",81.3
31103,Keya Paha,NE,NE-500,".Keya Paha County, Nebraska",Keya Paha,824,819,797,790,795,797,792,790,806,806,31103.0,NE,"Keya Paha County, NE",2.4,2.5,3.8,3.3,3.2,3.2,2.8,3.7,4.8,4.6,3.7,3.0,3.0,3.3,2.7,2.1,2.1,2.5,2.2,2.5,2.0,"46,010",72.7
31105,Kimball,NE,NE-500,".Kimball County, Nebraska",Kimball,"3,834","3,808","3,802","3,694","3,726","3,716","3,669","3,568","3,578","3,632",31105.0,NE,"Kimball County, NE",2.4,2.5,2.6,2.8,2.9,2.9,2.7,2.7,3.3,4.8,4.8,3.6,3.2,3.2,2.5,3.5,4.0,2.8,2.7,2.9,3.5,"52,284",82.6
31107,Knox,NE,NE-500,".Knox County, Nebraska",Knox,"8,677","8,575","8,574","8,552","8,474","8,468","8,484","8,439","8,405","8,332",31107.0,NE,"Knox County, NE",3.7,3.7,3.4,3.4,3.5,3.4,3.0,2.9,3.1,3.6,4.2,3.9,3.3,3.4,3.1,3.2,3.0,3.5,3.1,2.9,3.0,"53,676",84.8
31109,Lancaster,NE,NE-500,".Lancaster County, Nebraska",Lancaster,"286,162","289,914","293,431","297,109","302,622","306,096","310,306","313,772","316,527","319,090",31109.0,NE,"Lancaster County, NE",2.3,2.7,3.2,3.6,3.5,3.5,2.8,2.7,3.0,4.3,4.3,4.0,3.5,3.4,3.0,2.6,2.8,2.7,2.6,2.7,4.2,"61,383",97.0
31111,Lincoln,NE,NE-502,".Lincoln County, Nebraska",Lincoln,"36,250","36,030","35,973","35,936","35,648","35,501","35,487","35,265","35,148","34,914",31111.0,NE,"Lincoln County, NE",3.2,3.2,3.3,3.5,3.5,3.4,2.7,2.6,2.9,4.0,4.6,4.4,3.8,3.7,3.2,2.9,3.1,3.0,3.0,3.4,3.9,"60,924",96.3
31113,Logan,NE,NE-500,".Logan County, Nebraska",Logan,772,779,785,777,767,791,792,765,755,748,31113.0,NE,"Logan County, NE",2.4,2.5,2.5,2.8,3.0,2.5,2.2,2.8,1.9,3.1,4.7,3.5,3.0,3.2,3.0,3.0,2.9,2.8,2.8,3.0,2.5,"53,108",83.9
31115,Loup,NE,NE-500,".Loup County, Nebraska",Loup,628,617,605,587,596,606,616,604,617,664,31115.0,NE,"Loup County, NE",2.4,2.9,3.6,3.9,4.0,4.4,3.7,3.9,3.8,5.1,5.7,4.7,3.6,4.5,3.9,3.4,3.5,3.0,3.0,4.1,2.9,"51,559",81.5
31117,McPherson,NE,NE-500,".McPherson County, Nebraska",McPherson,539,551,509,528,510,489,503,493,490,494,31117.0,NE,"McPherson County, NE",1.8,1.7,1.6,2.9,1.6,2.1,2.1,2.0,2.3,3.8,2.8,2.5,3.3,3.8,2.3,1.9,2.4,2.2,2.7,2.5,2.7,"52,033",82.2
31119,Madison,NE,NE-500,".Madison County, Nebraska",Madison,"34,961","35,005","35,084","35,147","35,083","34,999","34,979","35,132","35,189","35,099",31119.0,NE,"Madison County, NE",3.2,3.6,3.9,4.0,3.9,4.0,3.6,3.1,3.2,4.4,4.3,4.1,3.6,3.4,2.9,2.7,2.7,2.6,2.5,2.7,3.9,"58,275",92.1
31121,Merrick,NE,NE-500,".Merrick County, Nebraska",Merrick,"7,852","7,760","7,845","7,830","7,788","7,805","7,838","7,859","7,733","7,755",31121.0,NE,"Merrick County, NE",2.7,3.0,3.7,4.1,4.1,3.6,3.5,2.8,3.0,4.2,4.6,4.3,3.6,3.6,3.8,3.7,3.6,2.8,2.8,3.1,4.0,"53,411",84.4
31123,Morrill,NE,NE-500,".Morrill County, Nebraska",Morrill,"5,039","4,984","4,934","4,925","4,918","4,925","4,867","4,796","4,674","4,642",31123.0,NE,"Morrill County, NE",3.5,3.2,4.2,3.9,3.3,3.1,2.6,2.6,3.1,4.2,4.2,3.4,3.1,3.1,3.0,2.9,3.2,2.9,2.7,2.8,3.6,"49,982",79.0
31125,Nance,NE,NE-500,".Nance County, Nebraska",Nance,"3,740","3,731","3,674","3,558","3,527","3,573","3,561","3,561","3,506","3,519",31125.0,NE,"Nance County, NE",3.0,3.5,4.4,5.2,4.5,3.8,2.8,2.4,2.9,3.3,4.0,3.7,3.2,3.1,2.7,2.5,2.7,2.5,2.4,3.0,3.2,"55,853",88.2
31127,Nemaha,NE,NE-500,".Nemaha County, Nebraska",Nemaha,"7,238","7,238","7,152","7,149","7,130","7,005","6,973","6,957","6,957","6,972",31127.0,NE,"Nemaha County, NE",4.0,3.5,4.4,4.3,4.5,4.5,4.0,3.7,4.5,5.3,5.4,5.0,4.7,4.9,3.8,3.6,3.6,3.9,3.5,3.6,3.6,"55,343",87.4
31129,Nuckolls,NE,NE-500,".Nuckolls County, Nebraska",Nuckolls,"4,514","4,447","4,430","4,384","4,347","4,322","4,274","4,269","4,207","4,148",31129.0,NE,"Nuckolls County, NE",2.6,2.9,3.0,3.1,3.2,3.3,2.7,2.5,2.8,4.6,4.2,3.6,3.4,3.1,2.8,2.6,2.9,2.7,2.7,2.7,2.7,"48,624",76.8
31131,Otoe,NE,NE-500,".Otoe County, Nebraska",Otoe,"15,748","15,741","15,689","15,688","15,780","15,842","15,950","15,956","15,983","16,012",31131.0,NE,"Otoe County, NE",3.1,3.4,3.9,4.0,4.1,3.9,3.2,2.9,3.4,5.0,5.1,5.1,4.4,4.2,3.7,3.3,3.4,3.3,2.9,3.1,3.5,"66,293",104.7
31133,Pawnee,NE,NE-500,".Pawnee County, Nebraska",Pawnee,"2,781","2,791","2,791","2,750","2,726","2,691","2,699","2,621","2,623","2,613",31133.0,NE,"Pawnee County, NE",3.5,3.4,3.7,4.1,3.7,3.6,3.0,2.9,3.3,3.7,4.0,3.7,3.2,3.0,2.8,2.6,2.2,3.1,2.6,2.8,2.8,"47,006",74.3
31135,Perkins,NE,NE-500,".Perkins County, Nebraska",Perkins,"2,978","2,944","2,930","2,891","2,875","2,932","2,892","2,886","2,902","2,891",31135.0,NE,"Perkins County, NE",2.3,2.2,2.5,2.6,2.6,2.5,2.1,2.3,2.3,3.0,3.4,2.9,2.6,2.5,2.1,1.8,2.2,1.9,2.0,2.2,1.8,"63,443",100.2
31137,Phelps,NE,NE-500,".Phelps County, Nebraska",Phelps,"9,183","9,142","9,210","9,179","9,162","9,217","9,193","9,050","9,006","9,034",31137.0,NE,"Phelps County, NE",2.2,2.6,2.9,3.1,3.3,2.8,2.2,2.2,2.4,3.6,3.6,3.7,2.9,2.9,2.6,2.4,2.5,2.3,2.3,2.6,3.0,"61,420",97.0
31139,Pierce,NE,NE-500,".Pierce County, Nebraska",Pierce,"7,260","7,194","7,187","7,180","7,204","7,190","7,144","7,093","7,145","7,148",31139.0,NE,"Pierce County, NE",2.6,3.0,3.6,3.5,3.4,3.5,2.9,2.9,2.9,4.0,3.7,3.5,3.2,3.3,2.9,2.5,2.6,2.7,2.7,2.6,3.3,"67,465",106.6
31141,Platte,NE,NE-500,".Platte County, Nebraska",Platte,"32,305","32,512","32,669","32,595","32,740","32,876","33,008","33,231","33,287","33,470",31141.0,NE,"Platte County, NE",2.8,3.5,4.3,4.7,4.3,3.7,2.7,2.4,2.9,4.1,4.3,4.2,3.6,3.4,3.0,3.0,3.5,2.9,2.7,2.9,3.7,"62,804",99.2
31143,Polk,NE,NE-500,".Polk County, Nebraska",Polk,"5,394","5,336","5,266","5,242","5,268","5,171","5,190","5,309","5,240","5,213",31143.0,NE,"Polk County, NE",2.3,2.7,3.2,3.6,3.5,3.2,2.7,2.7,2.7,3.8,4.1,3.4,3.0,3.3,3.2,2.5,2.7,2.4,2.4,2.7,3.0,"66,462",105.0
31145,Red Willow,NE,NE-500,".Red Willow County, Nebraska",Red Willow,"11,059","11,049","11,044","11,053","10,901","10,883","10,767","10,760","10,705","10,724",31145.0,NE,"Red Willow County, NE",2.6,2.6,3.0,3.4,3.5,3.4,2.7,2.5,2.8,4.5,3.7,3.5,3.2,2.9,2.6,2.6,2.8,2.5,2.4,2.6,3.3,"50,260",79.4
31147,Richardson,NE,NE-500,".Richardson County, Nebraska",Richardson,"8,372","8,342","8,283","8,131","8,110","8,025","8,004","7,971","7,938","7,865",31147.0,NE,"Richardson County, NE",5.0,4.7,5.8,5.7,4.9,4.5,4.0,4.0,4.3,6.1,6.3,6.0,5.0,4.4,3.6,3.2,3.2,3.2,3.0,3.1,3.2,"50,207",79.3
31149,Rock,NE,NE-500,".Rock County, Nebraska",Rock,"1,524","1,480","1,426","1,440","1,449","1,417","1,404","1,420","1,351","1,357",31149.0,NE,"Rock County, NE",2.8,3.1,2.7,3.8,3.4,2.9,2.3,2.5,2.7,3.0,2.9,2.7,2.5,3.1,2.6,2.7,2.6,2.5,2.4,3.0,2.1,"53,905",85.2
31151,Saline,NE,NE-500,".Saline County, Nebraska",Saline,"14,222","14,326","14,416","14,299","14,297","14,196","14,228","14,365","14,336","14,224",31151.0,NE,"Saline County, NE",2.6,2.9,3.0,3.3,3.4,3.3,2.7,2.6,3.3,4.6,4.8,4.7,4.2,4.2,3.4,2.9,3.1,3.1,3.0,3.2,3.6,"59,937",94.7
31153,Sarpy,NE,NE-501,".Sarpy County, Nebraska",Sarpy,"159,720","162,568","165,664","168,990","171,853","175,173","178,355","181,376","184,062","187,196",31153.0,NE,"Sarpy County, NE",2.3,2.6,3.1,3.2,3.4,3.4,2.9,2.9,3.1,4.7,4.5,4.2,3.8,3.5,3.1,2.8,2.9,2.8,2.7,2.8,4.1,"84,016",132.7
31155,Saunders,NE,NE-501,".Saunders County, Nebraska",Saunders,"20,869","20,841","20,797","20,877","20,860","20,949","20,992","21,032","21,274","21,578",31155.0,NE,"Saunders County, NE",2.8,3.2,3.6,3.8,3.7,3.9,3.0,3.0,3.5,5.0,4.9,4.6,4.1,3.9,3.5,3.1,3.1,2.8,2.8,2.7,3.7,"71,086",112.3
31157,Scotts Bluff,NE,NE-500,".Scotts Bluff County, Nebraska",Scotts Bluff,"37,057","36,956","36,905","36,853","36,437","36,245","36,420","36,160","35,925","35,618",31157.0,NE,"Scotts Bluff County, NE",4.0,4.1,4.4,5.0,4.4,4.2,3.3,2.9,3.6,5.2,5.6,5.0,4.6,4.1,3.6,3.4,3.5,3.4,3.3,3.6,4.2,"50,263",79.4
31159,Seward,NE,NE-500,".Seward County, Nebraska",Seward,"16,799","16,705","16,897","16,994","17,012","16,994","17,103","17,203","17,273","17,284",31159.0,NE,"Seward County, NE",2.3,2.8,3.0,3.2,3.0,3.1,2.6,2.7,3.2,4.1,4.1,3.9,3.4,3.6,3.1,2.9,2.9,2.7,2.6,2.9,4.1,"72,291",114.2
31161,Sheridan,NE,NE-500,".Sheridan County, Nebraska",Sheridan,"5,444","5,360","5,327","5,208","5,250","5,216","5,235","5,268","5,189","5,246",31161.0,NE,"Sheridan County, NE",2.9,2.7,2.7,2.6,2.9,2.7,2.6,2.6,2.7,3.9,3.6,3.6,3.5,3.2,2.6,2.7,2.8,2.6,2.5,2.7,2.4,"46,159",72.9
31163,Sherman,NE,NE-500,".Sherman County, Nebraska",Sherman,"3,164","3,102","3,078","3,061","3,034","3,036","3,012","3,074","3,044","3,001",31163.0,NE,"Sherman County, NE",2.8,2.7,3.0,3.2,3.5,3.8,2.7,2.6,2.7,3.2,4.1,4.3,3.7,3.3,3.3,2.9,3.2,2.9,2.6,3.2,3.2,"48,735",77.0
31165,Sioux,NE,NE-500,".Sioux County, Nebraska",Sioux,"1,311","1,319","1,323","1,330","1,321","1,276","1,259","1,195","1,186","1,166",31165.0,NE,"Sioux County, NE",1.8,2.0,2.5,3.0,2.7,2.8,2.8,2.7,3.2,3.4,3.8,3.4,3.5,3.2,2.5,2.5,2.7,2.9,2.6,2.7,2.3,"47,983",75.8
31167,Stanton,NE,NE-500,".Stanton County, Nebraska",Stanton,"6,142","6,176","6,091","6,087","6,097","5,944","5,975","5,974","5,970","5,920",31167.0,NE,"Stanton County, NE",2.6,2.7,3.1,3.3,3.2,3.1,3.0,2.9,2.7,4.1,4.2,3.7,3.4,3.3,2.8,2.5,2.6,2.8,2.5,2.5,3.4,"62,045",98.0
31169,Thayer,NE,NE-500,".Thayer County, Nebraska",Thayer,"5,235","5,170","5,145","5,179","5,213","5,129","5,080","5,034","5,039","5,003",31169.0,NE,"Thayer County, NE",2.5,3.3,3.4,3.1,3.2,3.0,2.5,2.6,3.2,4.3,3.9,3.3,3.0,2.7,2.5,2.4,2.4,2.2,2.3,2.5,2.7,"52,439",82.9
31171,Thomas,NE,NE-500,".Thomas County, Nebraska",Thomas,647,698,701,705,701,693,722,722,714,722,31171.0,NE,"Thomas County, NE",5.1,5.4,4.1,4.3,3.0,3.4,3.1,3.4,3.8,4.5,4.8,5.2,3.8,3.8,3.5,3.0,3.3,3.2,2.7,3.5,4.0,"51,401",81.2
31173,Thurston,NE,NE-500,".Thurston County, Nebraska",Thurston,"6,969","6,903","6,925","6,872","6,961","7,073","7,139","7,196","7,274","7,224",31173.0,NE,"Thurston County, NE",6.9,6.1,7.1,7.5,7.8,7.7,6.7,6.4,6.6,10.5,9.7,10.2,8.5,7.5,6.0,5.3,4.8,5.0,4.1,4.4,5.2,"48,891",77.2
31175,Valley,NE,NE-500,".Valley County, Nebraska",Valley,"4,265","4,228","4,216","4,181","4,217","4,168","4,201","4,227","4,197","4,158",31175.0,NE,"Valley County, NE",2.7,3.1,2.8,3.4,3.3,3.5,2.5,2.3,2.7,3.3,4.5,4.0,3.4,3.2,3.0,2.8,2.8,2.6,2.9,3.2,2.8,"47,981",75.8
31177,Washington,NE,NE-501,".Washington County, Nebraska",Washington,"19,921","19,918","19,949","19,851","19,930","19,917","20,213","20,328","20,617","20,729",31177.0,NE,"Washington County, NE",2.4,2.8,2.9,3.1,3.3,3.3,2.8,2.8,3.1,4.6,4.7,4.4,3.7,3.6,3.2,3.0,3.2,3.1,2.8,2.9,3.7,"75,197",118.8
31179,Wayne,NE,NE-500,".Wayne County, Nebraska",Wayne,"9,609","9,451","9,499","9,441","9,402","9,366","9,379","9,213","9,318","9,385",31179.0,NE,"Wayne County, NE",2.5,2.8,2.9,2.9,3.0,3.0,2.5,2.5,2.8,3.9,3.9,3.5,3.1,3.1,2.8,2.6,2.7,2.4,2.5,2.6,2.8,"57,655",91.1
31181,Webster,NE,NE-500,".Webster County, Nebraska",Webster,"3,809","3,757","3,734","3,643","3,645","3,592","3,566","3,505","3,534","3,487",31181.0,NE,"Webster County, NE",2.7,2.8,3.6,3.6,4.2,3.6,2.5,3.2,3.3,3.9,4.9,4.6,3.6,3.8,3.4,3.5,3.1,2.9,2.8,3.3,3.8,"49,518",78.2
31183,Wheeler,NE,NE-500,".Wheeler County, Nebraska",Wheeler,825,815,797,779,786,779,804,815,802,783,31183.0,NE,"Wheeler County, NE",2.4,2.3,2.2,2.8,2.6,2.8,2.4,2.9,2.3,3.7,3.9,3.2,3.3,3.2,2.9,2.3,2.1,2.2,2.4,2.6,1.8,"50,207",79.3
31185,York,NE,NE-500,".York County, Nebraska",York,"13,669","13,785","13,835","13,852","13,917","13,797","13,740","13,762","13,748","13,679",31185.0,NE,"York County, NE",2.5,2.7,3.0,3.3,3.2,2.8,2.4,2.7,3.6,4.9,4.7,4.3,3.6,3.5,3.1,2.9,2.7,2.6,2.5,2.6,3.4,"59,749",94.4
32001,Churchill,NV,NV-502,".Churchill County, Nevada",Churchill,"24,818","24,593","24,245","23,927","23,824","23,957","23,904","24,021","24,506","24,909",32001.0,NV,"Churchill County, NV",5.7,6.2,5.1,4.7,4.2,3.9,4.2,4.4,6.1,8.9,12.5,12.8,11.4,9.8,8.0,7.1,5.6,4.5,3.8,3.5,5.6,"56,335",89.0
32003,Clark,NV,NV-500,".Clark County, Nevada",Clark,"1,952,587","1,961,925","1,989,224","2,017,193","2,053,134","2,096,717","2,138,836","2,181,635","2,226,115","2,266,715",32003.0,NV,"Clark County, NV",4.2,5.4,5.9,5.4,4.5,4.1,4.0,4.6,6.8,11.9,14.0,13.5,11.7,10.0,8.2,6.9,5.9,5.2,4.6,4.1,14.7,"62,131",98.2
32005,Douglas,NV,NV-502,".Douglas County, Nevada",Douglas,"47,037","46,971","46,910","46,935","47,373","47,404","47,834","48,030","48,489","48,905",32005.0,NV,"Douglas County, NV",3.8,4.6,5.0,5.1,4.3,4.5,4.6,5.0,7.6,12.0,14.0,13.5,11.9,10.1,8.3,6.8,5.7,4.8,4.2,3.9,8.6,"76,296",120.6
32007,Elko,NV,NV-502,".Elko County, Nevada",Elko,"49,088","49,442","50,969","52,334","52,531","51,728","52,082","52,357","52,539","52,778",32007.0,NV,"Elko County, NV",3.6,4.8,4.6,4.6,3.9,3.6,3.4,3.3,4.4,6.5,7.9,7.4,6.6,6.4,5.8,5.2,4.5,3.7,3.1,3.0,5.7,"83,287",131.6
32009,Esmeralda,NV,NV-502,".Esmeralda County, Nevada",Esmeralda,784,770,791,847,824,830,826,843,827,873,32009.0,NV,"Esmeralda County, NV",8.0,7.3,7.1,4.5,5.3,4.8,4.0,3.1,5.1,7.3,9.9,8.2,7.2,5.0,4.5,4.4,4.7,4.1,5.0,3.9,5.2,"50,675",80.1
32011,Eureka,NV,NV-502,".Eureka County, Nevada",Eureka,"1,990","1,977","1,991","2,049","1,988","2,029","1,936","1,946","1,998","2,029",32011.0,NV,"Eureka County, NV",3.0,4.1,4.7,5.5,4.2,3.3,3.6,4.3,5.2,6.9,8.0,7.1,6.3,6.3,6.1,5.9,4.6,3.0,2.5,2.3,3.5,"71,541",113.1
32013,Humboldt,NV,NV-502,".Humboldt County, Nevada",Humboldt,"16,584","16,639","17,071","17,354","17,215","17,017","16,795","16,719","16,778","16,831",32013.0,NV,"Humboldt County, NV",4.5,5.5,5.5,5.0,3.9,3.6,3.6,3.6,5.1,7.6,8.8,8.0,6.8,6.6,6.7,6.1,5.6,4.3,3.3,2.9,4.9,"73,106",115.5
32015,Lander,NV,NV-502,".Lander County, Nevada",Lander,"5,795","5,839","5,920","6,060","5,968","5,873","5,684","5,579","5,547","5,532",32015.0,NV,"Lander County, NV",5.3,6.8,6.2,5.3,4.3,3.7,3.9,3.3,4.5,6.0,9.9,9.1,7.8,7.7,6.9,6.8,6.3,4.5,3.5,3.2,4.8,"81,239",128.4
32017,Lincoln,NV,NV-502,".Lincoln County, Nevada",Lincoln,"5,351","5,269","5,371","5,267","5,199","5,136","5,154","5,191","5,237","5,183",32017.0,NV,"Lincoln County, NV",4.6,5.4,4.9,5.4,5.3,5.0,4.6,4.3,5.7,9.2,10.8,11.4,10.8,9.9,7.6,6.1,5.4,4.8,4.3,4.0,5.1,"58,782",92.9
32019,Lyon,NV,NV-502,".Lyon County, Nevada",Lyon,"52,045","51,385","50,971","51,090","51,334","51,974","52,707","53,895","55,813","57,510",32019.0,NV,"Lyon County, NV",5.4,5.7,5.8,5.7,5.6,5.7,5.9,6.5,10.0,16.0,17.8,17.1,15.3,13.2,10.7,9.6,7.6,6.0,5.3,4.8,8.5,"59,406",93.9
32021,Mineral,NV,NV-502,".Mineral County, Nevada",Mineral,"4,786","4,628","4,657","4,553","4,469","4,420","4,376","4,455","4,544","4,505",32021.0,NV,"Mineral County, NV",7.7,7.4,6.0,5.9,5.4,5.7,6.7,6.4,7.6,9.0,15.4,14.4,14.1,13.0,11.2,10.2,6.4,5.5,5.1,4.0,5.6,"43,771",69.2
32023,Nye,NV,NV-502,".Nye County, Nevada",Nye,"43,844","43,976","43,585","42,869","42,840","42,966","43,248","43,977","45,186","46,523",32023.0,NV,"Nye County, NV",6.3,7.7,7.4,7.5,6.0,5.6,5.5,6.6,10.0,14.4,17.6,17.1,14.9,12.6,10.0,8.9,7.4,6.4,5.6,5.1,9.7,"48,490",76.6
32027,Pershing,NV,NV-502,".Pershing County, Nevada",Pershing,"6,737","6,610","6,751","6,842","6,702","6,618","6,576","6,469","6,685","6,725",32027.0,NV,"Pershing County, NV",4.1,4.7,4.8,5.1,4.3,4.8,4.9,5.0,7.2,10.1,11.1,11.0,10.0,9.3,7.5,7.0,6.0,4.6,4.0,4.0,4.9,"58,562",92.6
32029,Storey,NV,NV-502,".Storey County, Nevada",Storey,"3,997","3,905","3,838","3,795","3,803","3,876","3,986","3,976","3,981","4,123",32029.0,NV,"Storey County, NV",2.9,3.7,3.9,3.5,3.3,4.3,4.2,5.0,7.1,12.2,17.0,16.0,13.8,12.0,9.3,7.5,6.4,5.0,4.3,3.7,8.3,"88,003",139.1
32031,Washoe,NV,NV-501,".Washoe County, Nevada",Washoe,"421,954","423,996","427,370","431,083","436,307","442,453","449,723","456,629","464,354","471,519",32031.0,NV,"Washoe County, NV",3.4,4.3,4.9,4.6,4.1,4.0,3.8,4.4,7.0,11.5,13.1,12.8,11.5,9.8,7.8,6.3,5.1,4.2,3.5,3.2,7.8,"71,733",113.4
32033,White Pine,NV,NV-502,".White Pine County, Nevada",White Pine,"10,027","10,129","10,020","10,046","10,035","9,873","9,749","9,651","9,540","9,580",32033.0,NV,"White Pine County, NV",3.8,4.5,4.1,4.1,3.7,3.9,3.7,3.7,4.8,7.2,9.3,8.9,7.9,7.6,6.3,5.5,4.7,4.1,3.6,3.0,4.2,"60,086",95.0
32510,Carson City,NV,NV-502,".Carson City, Nevada","Carson City, Consolidated Municipality of[r]","54,981","54,676","54,312","53,726","54,082","54,068","54,147","54,532","55,202","55,916",32510.0,NV,"Carson City, NV",3.4,5.0,5.8,5.8,5.0,4.6,4.6,4.9,7.3,11.5,13.7,13.5,12.2,10.8,8.9,7.3,6.2,5.0,4.6,3.9,8.2,"58,126",91.9
33001,Belknap,NH,NH-500,".Belknap County, New Hampshire",Belknap,"60,101","60,335","60,438","60,235","60,285","60,370","60,747","60,872","61,145","61,303",33001.0,NH,"Belknap County, NH",2.4,3.0,3.9,4.0,3.5,3.4,3.4,3.6,4.0,6.6,6.7,5.6,5.4,5.2,4.2,3.4,2.8,2.8,2.6,2.6,6.9,"68,752",87.5
33003,Carroll,NH,NH-500,".Carroll County, New Hampshire",Carroll,"47,826","47,680","47,694","47,520","47,433","47,399","47,497","48,132","48,754","48,910",33003.0,NH,"Carroll County, NH",2.7,3.1,3.6,3.6,3.2,3.5,3.3,3.4,3.5,5.5,5.9,5.5,5.2,5.1,4.2,3.5,2.9,2.8,2.6,2.6,7.7,"64,495",82.1
33005,Cheshire,NH,NH-500,".Cheshire County, New Hampshire",Cheshire,"77,058","76,933","76,902","76,712","76,426","76,288","75,975","75,963","75,901","76,085",33005.0,NH,"Cheshire County, NH",2.6,3.0,3.5,3.7,3.4,3.2,3.3,3.5,3.5,5.6,5.8,5.1,5.0,4.9,4.1,3.2,2.7,2.7,2.6,2.7,6.1,"65,326",83.1
33007,Coos,NH,NH-500,".Coos County, New Hampshire",Coos,"32,970","32,507","31,978","31,949","32,779","32,343","31,916","31,396","31,486","31,563",33007.0,NH,"Coos County, NH",3.6,5.2,6.6,5.3,4.6,4.2,4.3,4.6,5.0,7.8,7.7,7.4,7.3,6.3,5.7,4.4,3.8,3.6,3.3,3.2,7.9,"49,156",62.6
33009,Grafton,NH,NH-500,".Grafton County, New Hampshire",Grafton,"89,130","89,276","89,617","89,894","89,930","89,439","90,004","89,853","89,701","89,886",33009.0,NH,"Grafton County, NH",2.4,2.7,3.0,3.1,2.8,2.9,2.9,3.0,3.1,5.0,5.0,4.5,4.4,4.4,3.5,2.8,2.4,2.3,2.2,2.3,5.8,"62,468",79.5
33011,Hillsborough,NH,NH-502,".Hillsborough County, New Hampshire",Hillsborough,"401,055","402,774","404,344","405,281","407,275","408,985","411,333","413,204","414,630","417,025",33011.0,NH,"Hillsborough County, NH",2.5,3.5,4.8,4.7,3.9,3.7,3.6,3.5,3.7,6.4,6.4,5.7,5.7,5.5,4.5,3.6,3.0,3.0,2.7,2.7,7.0,"82,862",105.5
33013,Merrimack,NH,NH-500,".Merrimack County, New Hampshire",Merrimack,"146,388","146,867","147,105","147,497","148,161","148,649","149,063","149,830","150,650","151,391",33013.0,NH,"Merrimack County, NH",2.4,2.8,3.4,3.7,3.2,3.2,3.2,3.3,3.5,5.6,5.6,5.0,4.9,4.8,3.8,3.1,2.6,2.5,2.3,2.3,5.8,"75,800",96.5
33015,Rockingham,NH,NH-500,".Rockingham County, New Hampshire",Rockingham,"295,289","296,195","298,157","299,456","301,361","302,691","304,377","306,669","308,287","309,769",33015.0,NH,"Rockingham County, NH",3.0,3.9,5.5,5.4,4.6,4.2,3.9,3.8,4.1,6.5,6.3,5.7,5.8,5.6,4.6,3.6,3.0,3.0,2.9,2.8,7.1,"91,416",116.3
